ReviewId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Feedback,ReviewDateKey
177,30,No,Travel_Rarely,1334,Sales,4,College,Medical,1,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,80,3,11,4,2,11,8,2,7,Smart coworkers Great food Interesting highimpact projects Many learning opportunities High pay Good benefits 30 inch monitor Seemingly unlimited computing resources,20210403
178,46,No,Travel_Frequently,638,Research & Development,1,Bachelor,Medical,1,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,80,1,21,5,2,10,9,9,5,I was amongst some of the most hard driven and motivated coworkers while at Google I had very little to complain about being surrounded by some of the brightest and most interesting people I have ever met The team and the atmosphere made for a great work environment the perks helped but it was more knowing you were all part of a team and accomplishing great things ,20210315
179,32,No,Travel_Rarely,1093,Sales,6,Master,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,80,0,12,0,3,11,8,5,7,Google has a tremendous brand equity incredibly brilliant colleagues and it has a culture that truly fosters innovation The work environment is generally fun and challenging environment,20210503
180,54,No,Travel_Rarely,1217,Research & Development,2,Master,Technical Degree,1,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,80,1,16,5,1,4,3,0,3,Google is a great place for a computer scientist There are large problems that need to be solved at enormous scale Engineers are treated with huge amounts of respect and are listened to in regard to improving productivity and removing redtape Google has great benefits like free food Ive forgotten how to make my own lunch,20210304
181,24,No,Travel_Rarely,1353,Sales,3,College,Other,1,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,80,1,4,2,2,3,2,0,2,Great Coworkers My experience has been overwhelmingly positive in this area My coworkers are smart motivated and trustworthy I can count on them for design and execution  Great products Loving the product you work on is great motivation for getting up in the morning  Engineeroriented Product managers for the most part do not call the shots ,20210509
182,28,No,Non-Travel,120,Sales,4,Bachelor,Medical,1,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,80,0,5,3,4,5,4,0,4,1 awesome technologiy 2 Wonderful coworkers 3 Very open and encouraging work environment 4 Last but certainly not least the great food,20210317
183,58,No,Travel_Rarely,682,Sales,10,Master,Medical,1,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,80,0,38,1,2,37,10,1,8,There are many things said about working for Google so it makes no sense to reiterate them but yes the perks are great and the compensation is competitive and there are very few places that are that much fun to work at  What makes working for Google special is the projects youre working on instead of reimplementing old concepts you can spend your time on working on new concepts,20210429
184,44,No,Non-Travel,489,Research & Development,23,Bachelor,Medical,1,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,80,1,17,3,4,3,2,1,2,My 2 main criteria for working at a company are 1 that there are smart people to work with and 2 that there are interesting things to work on Google excels at both of these traits and Ive been completely satisfied all of the years Ive worked there The free food and abundance of other benefits arent so bad either,20210410
185,32,No,Travel_Rarely,827,Research & Development,1,Others,Life Sciences,1,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,80,0,1,2,3,1,0,0,0,Great work environment Willing to take risks Failure is not a problem just dont fail over and over in the same way,20210417
186,34,No,Travel_Rarely,665,Research & Development,6,Master,Other,1,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,80,0,16,3,3,16,13,2,10,Great engineerdriven company Groups are all very autonomous so individual engineers have a lot of control over direction of the group and responsibility for the success of the team The company assumes youre going to be thinking about more than getting to your current milestone and expects you to think big and aim for large goals,20210522
187,37,No,Non-Travel,1040,Research & Development,2,College,Life Sciences,1,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,80,1,17,2,4,1,0,0,0,Best food ever as well as a very helpful group of people to work with They definitely care about how you feel at all times,20210305
188,59,No,Non-Travel,1420,Human Resources,2,Master,Human Resources,1,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,80,1,30,3,3,3,2,2,2,Decent Pay Relaxed Atmosphere good work mates good hours,20210514
189,50,No,Travel_Frequently,1115,Research & Development,1,Bachelor,Life Sciences,1,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,80,0,28,1,2,8,3,0,7,Things move fast People are competent and are among the best in their areas of expertise There is a feeling of respect towards all the employees The benefits are great The hours are very reasonable,20210519
190,25,No,Travel_Rarely,1280,Research & Development,7,Others,Medical,1,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,80,2,2,2,3,2,2,2,1,Youre working with top people in the world the culture is very very relaxed flex time great benefits free food,20210503
191,22,No,Travel_Rarely,534,Research & Development,15,Bachelor,Medical,1,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,80,0,1,5,3,0,0,0,0,Plenty of selfdirected time and energy Great visibility into several core tech markets World class computing infrastructure,20210327
192,51,No,Travel_Frequently,1456,Research & Development,1,Master,Medical,1,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,80,0,23,1,2,13,12,12,8,Energetic passionate talent pool way above average perks  benefits fair compensation for young workforce Having bragging rights about working for the best place in the US,20210530
193,54,No,Non-Travel,142,Human Resources,26,Bachelor,Human Resources,1,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,80,0,23,3,3,5,3,4,4,Having been at Google longer than 9 out of 10 employees I still feel the business poses me with fresh challenges and terrific learning opportunities virtually every day I have been able to pursue several distinct minicareers at the company with promotions and transfers available as I hit major project milestones,20210318
194,24,No,Travel_Rarely,1127,Research & Development,18,Others,Life Sciences,1,2,male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,80,1,6,2,3,5,3,1,2,Delicious healthy gourmet meals  for free Intelligent hardworking coworkers who are all such interesting people with incredible talents beyond their work Great balance  you can learn and play at work and mgmt supports this Lots of career opportunities Good resume builder,20210509
195,34,No,Travel_Rarely,1031,Research & Development,6,Master,Life Sciences,1,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,80,1,12,3,3,1,0,0,0,Smart  motivated colleagues challenging technical problems working on things millions and millions of people use good culture and company values,20210517
196,37,No,Travel_Rarely,1189,Sales,3,Bachelor,Life Sciences,1,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,80,0,12,3,3,5,3,1,3,amazing opportunities to educate yourself and deal with the leading edge issues of our time,20210529
197,34,No,Travel_Rarely,1354,Research & Development,5,Bachelor,Medical,1,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,80,0,14,6,3,11,10,5,8,Abililty to have high impact Terrific benefits  compensation Brilliant coworkers,20210426
198,36,No,Travel_Frequently,1467,Sales,11,College,Technical Degree,1,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,80,1,10,6,3,9,7,2,8,Google is still a great place to go out and have an impact as an individual engineer and to have a chance to work with other awesome engineers Management regularly makes it clear how important the individual contributor is to the company and routinely solicits options and ideas from across the company,20210312
199,36,No,Travel_Rarely,922,Research & Development,3,College,Life Sciences,1,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,80,1,7,2,3,1,0,0,0,One of the top 10 companies in America to work for according to Fortune magazine Its one of the best experiences that I have ever had,20210320
200,43,No,Travel_Frequently,394,Sales,26,College,Life Sciences,1,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,80,2,25,3,4,25,12,4,12,Coming out of college I think Google provides a huge opportunity to advance quickly but to a point Youll be given considerable responsibility and paid accordingly with some pretty terrific perks,20210315
201,30,No,Travel_Frequently,1312,Research & Development,23,Bachelor,Life Sciences,1,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,80,3,10,2,2,10,7,0,9,Relaxed yet professional working set up Opportunity for learning and professional growth Excellent food Good salary and healthy competition Very helpful colleagues,20210514
202,33,No,Non-Travel,750,Sales,22,College,Marketing,1,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,80,1,8,2,4,7,7,0,7,1 Culture  very open lots of respect for people not hierarchical 2 People  highly driven intelligent and very friendly 3 Opportunities  high growth still at the beginning of the advertising shift online 4 Nature of the work  fast paced highly innovative,20210528
203,51,No,Travel_Rarely,684,Research & Development,6,Bachelor,Life Sciences,1,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,80,0,23,5,3,20,18,15,15,Still one of the best places to workamazing perks a true commitment to worklife balance incredible openness about important company information from the topdown dedicated to providing feedback and resources to help you develop professionally smartfriendlydriven individuals that you interact with every day,20210413
204,26,No,Travel_Rarely,841,Research & Development,6,Bachelor,Other,1,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,80,0,5,3,2,5,4,4,3,Google has one of the best company environments Ive ever worked in People are friendly intelligent honest and genuinely concerned about the user experience above all else,20210304
205,22,No,Travel_Rarely,594,Research & Development,2,Others,Technical Degree,1,3,Male,-100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,80,1,3,2,3,2,1,2,1,Number of unparalleled perks and benefits Known for its young intelligent enthusiastic workforce Many opportunities for personal growth classes and talks,20210525
206,49,No,Travel_Rarely,470,Research & Development,20,Master,Medical,1,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,80,0,16,2,2,15,11,5,11,very nice engineering infrastructure you can a lot of resources to do things you can never think of in other places,20210430
207,43,No,Travel_Frequently,957,Research & Development,28,Bachelor,Medical,1,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,80,0,18,2,3,3,2,1,2,one of a handful of companies with big ambitions on changing the world and does not restrict itself to core competencies startup environment in many teams like Android Chrome etc surrounded by very smart people who also care about doing things right and genuinely want to make the world a better place,20210329
208,50,No,Travel_Frequently,809,Sales,12,Bachelor,Marketing,1,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,80,0,16,3,3,2,2,2,1,Three excellent gourmet meals a day free and the best food out of all the Google offices Ive been to including freshbaked cookies during ice cream hour Tremendous opportunities for professional and personal growth with several tech talks and classes every week Every aspect of the organization is cooperatively engineered peerreviewed and open to feedback and iterative improvement ,20210413
209,41,No,Travel_Rarely,802,Sales,9,Others,Life Sciences,1,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,80,1,12,2,3,9,7,0,7,well google is a huge company that i always admired like most people do and it looks so simple when you visit the website yet it is extremely complicated once you realize how big it is and how many projectsproducts they have at the same time,20210317
210,26,No,Travel_Rarely,1355,Human Resources,25,Others,Life Sciences,1,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,80,1,8,3,3,8,7,5,7,yoy learn a lot creativity is demanded free hand is given to test your creativity wonderful work culture one of the best practises are followed,20210419
211,36,No,Travel_Rarely,216,Research & Development,6,College,Medical,1,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,80,2,7,0,3,3,2,0,1,1 Lots of smart people around 2 Technology knowledge is abound and is easily accessible 3 Job impact on the world is tremendous 4 Neat perks,20210309
212,39,No,Travel_Rarely,1329,Sales,4,Master,Life Sciences,1,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,80,1,17,1,4,15,11,5,9,It is a very free environment I am able to work freely and they give people here a lot of freedom at work I really am enjoying the experiences,20210527
213,25,No,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,1,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,80,0,6,3,3,2,2,2,2,Freedom of what to work on Lots of areas Engineers are highly respected Knowledge are shared across company Great infrastructure to minimize work burden,20210407
214,30,No,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,80,0,12,2,1,11,9,4,7,A value placed upon moving fast and breaking things A true meritocracy culture As egalitarian a workforce as I have ever seen Probably the best engineering team on the planet Incredible benefits and pay,20210310
215,45,No,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,1,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,80,0,9,2,2,6,5,0,3,Great food great people The people are smart and sharp and it was a joy to work with them everyday,20210518
216,38,No,Travel_Rarely,364,Research & Development,3,Doctor,Technical Degree,1,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,80,0,19,2,3,3,2,2,2,Amazing benefits amazing people that make you grow and amazing work You really feel like what youre doing has an impact on the world,20210411
217,30,No,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,1,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,80,0,5,4,2,5,4,0,4,A great place to launch your career Many talented people are still working at Google although there has been a constant exodus of top talent A nice to place to network and learn,20210405
218,32,No,Travel_Frequently,689,Sales,9,College,Medical,1,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,80,3,9,2,4,8,7,0,7,Opportunity for big impact Fun people Can afford to do anything they decide to  its not a startup experience,20210509
219,30,No,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,1,4,female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,80,1,8,3,3,3,2,2,2,Terrific people interesting and challenging problems to work on with amazing collaborators at every level high impact huge numbers of users wonderful work environment food space lack of bureaucracy awesome to be able to get help with whatever on a mailing list at practically any time of day or night,20210310
220,30,No,Travel_Rarely,1427,Research & Development,2,Others,Medical,1,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,80,0,6,3,3,5,3,1,2,Great place to work Great perks and people Very team oriented People are smart see con  and friendly Not political as far as I can tell Engineering focused which makes it feel like a meritocracy Again the perks are really amazing feel like the company really values me,20210421
221,41,No,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,1,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,80,1,21,2,2,7,6,7,7,Its a great atmosphere in order to get a lot of interesting work done Lots of good smart friends around you,20210428
222,41,No,Travel_Rarely,933,Research & Development,9,Master,Life Sciences,1,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,80,1,7,2,3,5,0,1,4,Awesome food great salary wonderful coworkers Lots of room for a selfstarter to advance Promotion can be quite rapid if you are determined and this is your goal None of the costbenefit approach to IT that you see at a lot of other companies,20210319
223,19,No,Travel_Rarely,1181,Research & Development,3,Others,Medical,1,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,80,0,1,3,3,1,0,0,0,available food onsite very competitive salary good bonuses variety of projects clear communication w management smart people working there,20210505
224,40,No,Travel_Frequently,1395,Research & Development,26,Bachelor,Medical,1,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,80,1,20,2,3,20,7,2,13,Great perks worklife balance little hierarchy genuinely friendly coworkers great place to network and meet future entrepreneurs diverse workplace LGBT friendly open culture smart coworkers,20210520
225,35,No,Travel_Rarely,662,Sales,1,Doctor,Marketing,1,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,80,2,10,3,3,10,8,0,6,Very open communication from senior management all the way down to interns Vested interest in employees and personal development GoogleEDU Smartest  most creative people Ive met,20210402
226,53,No,Travel_Rarely,1436,Sales,6,College,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,80,1,13,3,1,7,7,4,5,The company allowed me to achieve growth and a better willingness to learn I was able to advance from working within groups,20210530
227,45,No,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,1,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,80,1,20,2,1,17,9,0,15,Google Full Timers are very helpful in terms of meeting with interns to give advice Information is freely shared and the company is very transparent Great recruiting staff that are an awesome support system for interns Fun perks Sweet pay Opportunities to learn and network Surrounded by intelligent and savvy people,20210518
228,32,No,Travel_Frequently,967,Sales,8,Bachelor,Marketing,1,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,80,0,9,2,3,9,8,3,7,Really smart people great benefits amazing level of transparency and access people especially at the top are really committed to getting it right,20210421
229,29,No,Non-Travel,1496,Research & Development,1,Others,Technical Degree,1,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,80,1,10,1,3,10,7,0,9,Quality of individual hires strength of business free cash flow which funds perks and benefits less politics than other companies of a similar size,20210321
230,51,No,Travel_Rarely,1169,Research & Development,7,Master,Medical,1,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,80,0,10,2,3,1,0,0,0,High concentration of smart + great people Employees empowered to change the word in the good way Full compensation package base salary + bonus + stock + perks is great and not easy to beat IMO People who criticize it must have not done the math right andor are performing poorly,20210318
231,58,No,Travel_Rarely,1145,Research & Development,9,Bachelor,Medical,1,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,80,1,9,3,2,1,0,0,0,It is the best place for software engineers You can lean a lot from smart googlers Also meals are free,20210401
232,40,No,Travel_Rarely,630,Sales,4,Master,Marketing,1,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,80,1,15,2,2,12,11,2,11,Working with smart people daily amazing gourmet free food fantastic career growth opportunities within Google If you dont like the project youre working on you can transfer to a different project even to be a different type of engineer eg frontendbackendstorage I work with people whove worked on several projects at Google,20210524
233,34,No,Travel_Frequently,303,Sales,2,Master,Marketing,1,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,80,1,6,3,3,4,3,1,2,The best working environment I have ever seen Everyone is generally a team player everyone is very smart The leadership will make big bets to try to make things better for the user the internal transparency is rare and everyone shares information quite freely The benefits are industry leading and the relative youth of the company keeps it a remarkably fun place to work,20210507
234,22,No,Travel_Rarely,1256,Research & Development,19,Others,Medical,1,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,80,2,2,6,3,2,2,2,2,More than any other workplace Google trusts its employees Each engineer has access to almost the entire codebase and there is very little micromanaging,20210501
235,27,No,Non-Travel,691,Research & Development,9,Bachelor,Medical,1,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,80,1,6,1,1,2,2,2,2,For lack of a better way to say it Google is just a fun place to work There are a lot of different personalities and the attitude of the whole place is very relaxed The best thing however is that this doesnt detract from the drive that individual employees and the companys leadership have to create great products and really make life better for millions or billions of people,20210403
236,28,No,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,1,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,80,1,5,2,1,5,2,0,2,Google has a fantastic engineering culture and an incredible practice of software development Everyone in the company has something valuable to offer and theres a lot to learn from the people and the organization,20210329
237,57,No,Travel_Rarely,334,Research & Development,24,College,Life Sciences,1,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,80,1,12,2,1,5,3,1,4,Great perks many of which are available for contract workers Wonderful communication from senior management about issues and new products Fun with lots going on,20210501
238,27,No,Non-Travel,1450,Research & Development,3,Bachelor,Medical,1,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,80,1,1,2,2,1,1,0,1,Sure from the outside people always talk about the awesome benefits and perks of Google and the fact that you are surrounded by one of the smartest people in the world but it really boils down to one thing this company really respect its employees and gives ownership to them,20210322
239,50,No,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,1,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,80,0,21,5,3,5,4,4,4,Incredible work environment fast pace interesting work topics interesting project employee involvement flat management structure good benefit incredible free food,20210309
240,41,No,Travel_Rarely,465,Research & Development,14,Bachelor,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,80,1,13,2,3,9,8,1,8,it was really great to work at google Really friendly coworkers as well as supervisors made for an enjoyable experience,20210311
241,30,No,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,1,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,80,1,12,2,3,10,9,7,4,So Many This is the best place to work if you are motivated Everyone you work with has so much talent Lazy people dont exist here,20210408
242,38,No,Travel_Rarely,702,Sales,1,Master,Life Sciences,1,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,80,0,12,2,4,8,3,0,7,Work with the best and brightest  in over a year Ive yet to meet anyone who isnt bright and highly competent Open culture and supportive management at all levels I had some recent challenges in my family life and was told by my manager to take whatever time I needed even if it was weeks Work on projects that seriously have the chance to change the world Great perks,20210331
243,32,No,Travel_Rarely,120,Research & Development,6,Doctor,Life Sciences,1,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,80,0,8,2,3,5,4,1,4,Fun projects Easy to have a big impact on the world,20210421
244,27,No,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,1,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,80,1,6,3,2,5,2,1,1,Change the world great people to work with tremendous perks and respect for employees lots of opportunity to grow,20210505
245,36,No,Travel_Frequently,1480,Research & Development,3,College,Medical,1,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,80,0,13,3,2,8,7,7,2,Amazing smart fun and quirky colleagues Great brand name on your resume Open and transparent management The food of course,20210531
246,30,No,Non-Travel,111,Research & Development,9,Bachelor,Medical,1,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,80,2,12,4,3,12,9,6,10,I would say that the quality of my coworkers is very high My managers have all at least seemed to be concerned with my personal wellbeing There is always something new to learn here,20210412
247,45,No,Travel_Rarely,1268,Sales,4,College,Life Sciences,1,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,80,1,9,3,4,5,4,0,3,Work life balance Yes you got it You can find it at this high tech company They even have a mothers room for you to feed your little baby There was onsite washer and dryer An employee got transferred from NY to MV HQ and didnt got out for a month just living on Google campus A lot of young and bright minds to work with they will absolutely inspire you ,20210430
248,56,No,Travel_Rarely,713,Research & Development,8,Bachelor,Life Sciences,1,3,female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,80,1,19,3,3,2,2,2,2,Smart coworkers Great office locations Great benefits Interesting projects,20210504
249,33,No,Travel_Rarely,134,Research & Development,2,Bachelor,Life Sciences,1,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,No,14,3,1,80,0,4,2,4,3,1,0,2,Smart driven colleagues People are motivated to do good for the user and for society Treats employees well Lots of opportunities to try new things,20210509
250,46,No,Travel_Rarely,526,Sales,1,College,Marketing,1,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,80,3,24,2,3,24,13,15,7,Smart coworkers Unbeatable perks and benefits Good compensation Relevant work thats challenging Very numbers driven and results oriented encourages getting stuff done not siting around talking about what needs to be done,20210508
251,38,No,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,1,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,80,0,2,3,3,2,2,2,1,Stability Lots of computing resources at your disposal Mature codebase Great colleagues Outstanding remuneration,20210525
252,31,No,Travel_Rarely,140,Research & Development,12,Others,Medical,1,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Lots of autonomy Lots of product focus They take focus on the customer seriously Technology and engineerdriven culture where they aim to solve tough problems not a lot of gimmiky product work going on Everyone there is whipsmart and there isnt much politics,20210531
253,34,No,Travel_Rarely,629,Research & Development,27,College,Medical,1,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,80,0,9,3,3,3,2,1,2,You can make differences to life of people around the globe Its a philanthropic company You can have sense of pride,20210306
254,50,No,Travel_Rarely,328,Research & Development,1,Bachelor,Medical,1,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,80,1,5,2,2,3,2,0,2,Free breakfast lunch dinner massages weekly entertainment free drinks and snacks Game room Scooters,20210513
255,53,No,Travel_Rarely,1084,Research & Development,13,College,Medical,1,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,80,2,5,3,3,4,2,1,3,Intelligent colleagues opportunity for great impact on life quality of Google users great benefits,20210526
256,33,No,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,1,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,80,1,8,5,3,8,7,1,6,Excellent salary  benefits  perks Super smart people Challenging projects You learn a TON working here,20210308
257,40,No,Travel_Rarely,989,Research & Development,4,Others,Medical,1,4,Female,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,80,1,21,2,3,20,8,9,9,Exciting to work for a company who values your ideas Very smart and talented group of people,20210419
258,55,No,Travel_Rarely,692,Research & Development,14,Master,Medical,1,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,80,0,36,3,3,24,15,2,15,Excellent work environment and coworkers Everyone is really open and sharing and it is a great atmosphere The company is also very open with everything that is going on,20210414
259,34,No,Travel_Frequently,1069,Research & Development,2,Others,Life Sciences,1,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,80,0,10,2,2,10,9,1,9,Integrated Product Engineering and UX teams Focus is on the user and improving product Incredibly sophisticated software development practices and agility Transparency of the organization Really smart leadership team Very comprehensive benefits  perks Strong education program,20210404
260,51,No,Travel_Rarely,313,Research & Development,3,Bachelor,Medical,1,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,80,0,21,6,3,7,7,1,0,Everyone in engineering is very smart and nice As a nerd I feel right at home Excellent benefits Amazing infrastructure to do your job Interesting problems,20210514
261,52,No,Travel_Rarely,699,Research & Development,1,Master,Life Sciences,1,3,Male,65,2,5,Manager,3,Married,19999,5678,0,No,14,3,1,80,1,34,5,3,33,18,11,9,Highest pay around Free meals  food transportation housing gym access car sharing  Access to the brightest minds in the industry Chance to work on real production code that will be used while you still work thereA169,20210415
262,27,No,Travel_Rarely,894,Research & Development,9,Bachelor,Medical,1,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,80,0,7,2,2,7,7,0,3,The perks are clearly a huge win but the best part of working at google is the autonomy you are given to to real impactful work that is seen by millions of people,20210511
263,43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,1,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,80,3,7,3,4,5,4,2,2,Great crowd knowledge base infrastructure amazing benefits minimal bureaucracy transparency company genuinely cares about their employees happiness and the result is a very happy and fun place to work at,20210530
264,45,No,Non-Travel,1195,Research & Development,2,College,Medical,1,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,80,1,22,1,3,20,8,11,8,Amazing colleagues at the top of their game who are surprisingly unpretentious and approachable Unfathomable benefits  food gifts freedom A peek behind the curtain Openness trust and a really unique corporate culture,20210311
